content,userName,score,at,app_name
bagus sekali smoga sukses lancar,Pengguna Google,5,2019-09-03 03:32:37,nujek
saya update kenapa mapsnya malah susah temu titik dan akan guna selalu tiba keluar,Pengguna Google,5,2019-09-02 10:05:12,nujek
apk nya bagus sangat bantu makasih nujek,Pengguna Google,5,2019-09-01 03:54:05,nujek
bagus keptigan pribadi,Pengguna Google,5,2019-08-31 12:36:26,nujek
mantap joss mitra kerja gojek grab,Pengguna Google,5,2019-08-30 10:04:01,nujek
parah 5 kali pesan drivernya nolak trus klo dari pihak gojek beri sangsi atau apa ubtuk driver senir nolak order,Pengguna Google,1,2019-08-29 07:28:35,nujek
mantap update terus,Pengguna Google,5,2019-08-29 02:56:07,nujek
alhamdulillah daya ekonomi nu makin maju jaya nu jaya nkri,Pengguna Google,5,2019-08-28 01:10:26,nujek
baik mapsny lebih bagus maps sbelumny karena sblumny tentu lokasi,Pengguna Google,2,2019-08-27 20:07:38,nujek
di update malah tambah jelek tampil map nya jadul sulit tentu lokasi,Pengguna Google,1,2019-08-26 17:21:13,nujek
maju aplikasi karya santri semangattttt,Pengguna Google,5,2019-08-26 13:09:49,nujek
smg makin tambah baik lg,Pengguna Google,5,2019-08-26 01:28:51,nujek
dukung kalian sangat arti,Pengguna Google,5,2019-08-25 12:37:30,nujek
bagus banget klau anak2 santri kayak gin tpi daerah malang kok blm njek,Pengguna Google,5,2019-08-24 12:26:26,nujek
bahagia banget ada aplikasi nujek makasih nujek,Pengguna Google,5,2019-08-24 12:21:28,nujek
ayo maju indonesia bas islam jangan bangsa di jajah produk luar negeri maju produk negeri semangaaaaaaat,Pengguna Google,5,2019-08-22 06:36:30,nujek
joooss mohon baki mapsnya dan tambah nupay bos,Pengguna Google,5,2019-08-22 03:49:07,nujek
maps jauh,Pengguna Google,5,2019-08-19 14:25:10,nujek
jadikanyg baik mana ada,Pengguna Google,5,2019-08-19 12:29:36,nujek
gimana sih kok skrg malah sering eror mana maps nya ga jelas sama sekali cepat baik,Pengguna Google,1,2019-08-19 10:38:39,nujek
susah pakai nya,Pengguna Google,1,2019-08-19 08:54:52,nujek
luar biasa moga manfaat utk orang,Pengguna Google,5,2019-08-19 06:24:26,nujek
aplikasi gk d pake mending aku hpus aja bikin pusing gk nemu titik alamat,Pengguna Google,1,2019-08-18 21:26:24,nujek
real time,Pengguna Google,2,2019-08-18 00:53:06,nujek
diiklanin ditv dong biar boming,Pengguna Google,5,2019-08-17 11:53:20,nujek
aplikasi jadi susah sejak baharu,Pengguna Google,1,2019-08-17 05:17:03,nujek
di aplikasi yg baru sulit tentu titik alamat maps banyak alamat jalan gang yg hilang nampak maps lebih mudah maps aplikasi yg lama lebih simpel contoh rumah saya yg ada gang 2 hilang padahal gang 1 ada tolong di baik,Pengguna Google,1,2019-08-17 04:04:22,nujek
ayo terus kembang aplikasi bagus tingkat lagi,Pengguna Google,5,2019-08-16 07:19:23,nujek
sekarang malah ribet banget banyak lokasi belum tera map nujek lebih bagus belum pada update an sekarang,Pengguna Google,2,2019-08-15 17:18:56,nujek
saya ada nunukan lokasi restoran jawa,Pengguna Google,1,2019-08-15 12:45:41,nujek
ko malah upgred malah bagus yg lama susah cari lokasi sering ketemu lokasi gitu padahal yg aplikasi di baharu lokasi ketemu,Pengguna Google,3,2019-08-15 12:23:53,nujek
susah betul nyari alamat maps biasa klau pmbaharuan lebih bagus tpi malah lbih buruk jdi malas pake nujek,Pengguna Google,1,2019-08-14 12:37:38,nujek
sangat suka aplikasi nujek sekarang karna lebih baik pada yg kemarin harap slalu terus baharu,Pengguna Google,5,2019-08-14 10:10:34,nujek
versi lama lebih fast respon,Pengguna Google,4,2019-08-14 01:35:01,nujek
aplikasi gak bagus mohon baik lagi semua costumernya gak lari aplikasi lain tiap kali buka aplikasi sering ke menu utama semua orang pake aplikasi nujek kesal kerja aplikasi sebut,Pengguna Google,1,2019-08-12 14:06:02,nujek
makasih nujek uda mudah jalan saya,Pengguna Google,5,2019-08-12 01:31:05,nujek
tambah jelek aja skarang map desa tundan kec banyuputih batang gak ada,Pengguna Google,1,2019-08-11 16:50:45,nujek
suda bagus tingkat cari maps driver sedang jemput,Pengguna Google,5,2019-08-11 08:33:13,nujek
aplikasi baru bukan lebih bantu malah sulit cari lokasi,Pengguna Google,1,2019-08-10 19:12:46,nujek
coba dulu kalau oke saya kasih bintang,Pengguna Google,3,2019-08-08 14:22:05,nujek
maps yg baru banyak kurang lebih bagus maps yg lama sangat mudah tentu titip jemput titik tuju saran lebih baik pake maps yg lama lebih mudah pake maps yg baru harus sempurna lage terus update yg lebih baik bravo nujek,Pengguna Google,4,2019-08-08 07:14:23,nujek
mksh nujek enak tuh bs pilih driver wanita krn sy wanita jd lbh nyaman dgn driver wanita tp akhir2 map kok tdk biasa lbh mudah akurat blm update mohon baik ya agar costumer sy tdk bingung mksh,Pengguna Google,5,2019-08-07 17:05:49,nujek
habis update kok susah sekali login email already has been taken maksdnya apa,Pengguna Google,1,2019-08-07 12:38:20,nujek
tdk sesuai map nya aku nunukan ko map tmept pesan mkanya surabaya,Pengguna Google,1,2019-08-06 08:25:34,nujek
versi baru lebih ribet,Pengguna Google,1,2019-08-06 03:54:18,nujek
semnejak baharu sy susah skli order karna mapsnya susah skli cari lokasi jemput antar yg akurat sesuai titik mohon baik,Pengguna Google,1,2019-08-05 21:48:46,nujek
di baik update baru susah sekali cari tahu ada driver,Pengguna Google,1,2019-08-05 10:49:14,nujek
gps nya parah mash bguss app yg lama,Pengguna Google,1,2019-08-05 08:55:59,nujek
banyak outlet yg muncul yg malah yg luar kota,Pengguna Google,1,2019-08-05 03:46:03,nujek
dua kali mau pesan nujek nggak pernah dapa driver nya akun resmi apa sih,Pengguna Google,1,2019-08-04 17:27:46,nujek
sangat efisien bangga warga nu ada transportasi masih banyak kurang harus baik lanjut terus karya anak bangsa santri nu,Pengguna Google,5,2019-08-04 14:59:36,nujek
mantaappp maps di baik,Pengguna Google,2,2019-08-04 09:10:41,nujek
diupgrade tampil malah jelek terus aplikasi berat,Pengguna Google,4,2019-08-04 03:32:46,nujek
tolong kasi kayak aplikasi versi belum mapsnya susah sekali terkadang sesuai maps nya itu,Pengguna Google,1,2019-08-03 07:08:28,nujek
good job di jaman now,Pengguna Google,5,2019-08-03 06:39:50,nujek
lebih bagus aplikasi yg lama yg lama susah aja driver aktif pesan ko gk yg aktif,Pengguna Google,1,2019-08-03 01:36:12,nujek
jozz dan lbih tingkat,Pengguna Google,5,2019-08-02 23:36:49,nujek
nujek nusantara mantap,Pengguna Google,5,2019-08-02 15:51:42,nujek
bagus app nya tpi loading,Pengguna Google,3,2019-08-02 15:01:08,nujek
stelah update malah gag yg ambil pesan saya selalu nge crash tlong lah d baik update boleh cuman perhati depan gmna,Pengguna Google,1,2019-08-02 14:55:27,nujek
kelas grab gojek mantapp,Pengguna Google,5,2019-08-02 08:53:20,nujek
bisa daftar masuk hasil terimakasih kota mana aja ya gencar promosi nya,Pengguna Google,5,2019-08-02 08:45:37,nujek
mantap nujek makin jaya jangan lupa iklan biar makin jooss nujek,Pengguna Google,5,2019-08-02 08:27:35,nujek
baru tampilanya makin joos moga nujek makin maju mohon iklan cepat kenal khusus surabaya,Pengguna Google,5,2019-08-02 08:26:25,nujek
sederhana mudah guna,Pengguna Google,4,2019-08-02 01:41:57,nujek
sangat muas sangat murah ayo download sekarang,Pengguna Google,5,2019-08-02 00:31:49,nujek
mantap lebih baik nujek,Pengguna Google,5,2019-08-01 21:09:49,nujek
applikasi nujek ga bsa buka,Pengguna Google,1,2019-08-01 16:28:06,nujek
tampil baru nujek,Pengguna Google,5,2019-08-01 16:21:49,nujek
makin bagus tampil nya moga makin sukses,Pengguna Google,4,2019-08-01 11:46:17,nujek
ngk kode aktivasi masuk 3 menit lalu ngk juga masuk aneh,Pengguna Google,1,2019-07-31 01:42:09,nujek
gak masuk daerah bogor,Pengguna Google,1,2019-07-30 09:12:12,nujek
udah karat nunggu kode aktivasi gak masuk2 uninstall aja deh,Pengguna Google,1,2019-07-29 13:33:46,nujek
ko kode aktivasi lama btl kirim kasi bintang 2 aja dulu,Pengguna Google,2,2019-07-29 07:17:29,nujek
kode aktivasi mohon baik,Pengguna Google,3,2019-07-28 14:22:08,nujek
kpan aplikasi baru nujek,Pengguna Google,5,2019-07-28 07:53:26,nujek
kapan aplikasi baru dari nujek pak,Pengguna Google,5,2019-07-28 05:42:55,nujek
susah mau daftar aja gimana apk,Pengguna Google,5,2019-07-27 15:25:52,nujek
kode verifikasi lambat kalau matang jangan luncur dulu aplikasi,Pengguna Google,1,2019-07-27 04:21:03,nujek
order sangat loading sering driver jauh,Pengguna Google,2,2019-07-26 10:09:06,nujek
nu jek mantap,Pengguna Google,5,2019-07-24 06:26:37,nujek
susah banget daftar sms verivikasi gk kirim kirim tingkat biar cepet dong,Pengguna Google,1,2019-07-24 04:11:19,nujek
kantor cabang ada dki jakarta padahal argonya kompetitip,Pengguna Google,1,2019-07-22 05:53:59,nujek
cara daftar gimana buat kota bandung ga,Pengguna Google,5,2019-07-22 05:37:30,nujek
sepi ada yg masuk akun sy,Pengguna Google,1,2019-07-22 04:30:25,nujek
jos santri negeri,Pengguna Google,5,2019-07-20 13:51:24,nujek
istimewa dijogja ready moga makin kembang seluruh nusantara,Pengguna Google,5,2019-07-19 23:15:11,nujek
mantap makin jaya nu,Pengguna Google,5,2019-07-18 00:25:25,nujek
kenapa kok susah banget ada kemudi terus,Pengguna Google,2,2019-07-16 05:55:30,nujek
tolong update ni app loading nya lama skali habis batang rokok baru stop loadingnya trus milih mud ribet amat pantas drivernya sering ngeluh sepi order ternyta dr app nya yg bermsalah tolong buat aplikasi mudah mungkin,Pengguna Google,3,2019-07-13 10:35:51,nujek
3 dulu ntar kalau d coba baru bintang 5,Pengguna Google,3,2019-07-12 23:49:34,nujek
mantap sekali aplikasi,Pengguna Google,5,2019-07-12 08:41:14,nujek
klau tambah kan fitr tlpon chat driver langgan spya bsa komunikasi applikasih tdk slh almt jmpt,Pengguna Google,3,2019-07-11 00:32:50,nujek
moga berkah manfaat,Pengguna Google,5,2019-07-10 11:09:53,nujek
sangat bantu mudah butuh,Pengguna Google,5,2019-07-09 03:53:03,nujek
pendaftara kota malang mana ya driver cs nya apa udah mulai rame ya,Pengguna Google,3,2019-07-08 11:06:03,nujek
daftar verifikasi sms nya masuk2 ulang tetap aja itu akhir tidak daftar tidak verifikasi baik,Pengguna Google,1,2019-07-05 15:47:21,nujek
daftar calon tumpang mudah lg kode aktivasi tak kunjung kirim sudah daftar 3 nomor beda bahkan ganti jaring seluler wifi tetap tak kode aktivasinya semangat nujek ayo update,Pengguna Google,1,2019-07-05 08:14:50,nujek
batam ramai transportasi online harap segera manfaat sempat d batam,Pengguna Google,4,2019-07-04 18:53:05,nujek
kode aktivasi tadi g kirim ni apl na gimna sihh,Pengguna Google,1,2019-07-04 11:30:50,nujek
kode aktivasi kok d kirim2 lama banget,Pengguna Google,1,2019-07-04 04:54:13,nujek
3 dulu smg manfaat,Pengguna Google,3,2019-07-03 16:04:12,nujek
sayang sekali diri sepi,Pengguna Google,1,2019-07-02 09:58:36,nujek
semua lambat respon,Pengguna Google,1,2019-07-01 03:26:10,nujek
moga terus kembang,Pengguna Google,5,2019-06-30 01:07:33,nujek
mantap ga ribet,Pengguna Google,5,2019-06-29 10:12:08,nujek
bagaimana cara daftar nu-mart,Pengguna Google,5,2019-06-29 05:23:24,nujek
saya sngat puas aplikasi nujek tumpang,Pengguna Google,5,2019-06-28 13:57:16,nujek
daftar tumpang susah kode aktivasi g kirim kirim lebih mudah ojek belah pake fb ato google langsung jadi mohon mudah biar lebih baik,Pengguna Google,1,2019-06-28 08:52:09,nujek
sdh pesan nujeknya x3 bilang nganterin tumpang trus sy nunggu 2 jam masih tak juga,Pengguna Google,1,2019-06-27 11:38:55,nujek
makin hari nujek mkin susah order loadingnya banget klo gin terus lbih baik pake ojol gpapa hrga mahal yg pnting aplikasi jelas,Pengguna Google,1,2019-06-27 06:46:51,nujek
mau tanya palembang sdh belum,Pengguna Google,5,2019-06-27 05:24:29,nujek
masuk pak eko,Pengguna Google,5,2019-06-27 03:44:43,nujek
moga makin banyak guna nya manfaat banyak orang,Pengguna Google,5,2019-06-26 00:56:40,nujek
b i n t a n g l i m a,Pengguna Google,5,2019-06-25 11:32:16,nujek
skrg aplikasi loading banget daerah gorontalo butuh update bang,Pengguna Google,3,2019-06-24 12:49:10,nujek
kok buka aplikasi a kok gk dpt sms a d sruh nunggu beberapa mnit tak ulang ge mlh gtu ge gmn tlong dong d bnahi,Pengguna Google,2,2019-06-23 05:47:32,nujek
cacel dulu yh alnya tiap nyoba sen gk prnah dpt2 kemudi untuk tarip cukup lumayan murah pas buat karyawan spg kya yg hasil kecil,Pengguna Google,3,2019-06-22 15:57:17,nujek
kapan hadir jambi kantor nujek nya,Pengguna Google,5,2019-06-20 04:51:04,nujek
bisa dftr,Pengguna Google,1,2019-06-18 15:43:17,nujek
akun tidak buka cari lokasi terus,Pengguna Google,2,2019-06-18 11:14:38,nujek
saran aja buat akun nujek driver customer mungkin dg fase wajah aja bisa kurang order fiktik para driver nujek salah guna akun terima kasih nujek sukses selalu,Pengguna Google,5,2019-06-17 09:23:27,nujek
ngk ribet kaya si ijo daftar nya langsung masuk tinggal tunggu verifikasi,Pengguna Google,5,2019-06-13 13:41:45,nujek
tunggu update aplikasi biar drivernya jauh om admin pas trima order,Pengguna Google,5,2019-06-13 11:51:43,nujek
sip jos barokah,Pengguna Google,5,2019-06-13 11:14:20,nujek
mau coba dulu aplikasi yg ini kalau bagus akan beri apresiasi,Pengguna Google,2,2019-06-05 17:19:35,nujek
mantap tambah baik untuk mapsx,Pengguna Google,5,2019-06-05 15:02:54,nujek
drivernya malas semua anjing,Pengguna Google,1,2019-06-03 06:02:52,nujek
mau aktivasi kok ada kirim otp niat bikin aplikasi gimana mau customer,Pengguna Google,1,2019-06-01 00:03:52,nujek
ojek online baik,Pengguna Google,5,2019-05-29 05:08:49,nujek
pengin kirim makan,Pengguna Google,5,2019-05-28 23:52:31,nujek
di baik kode aktivasi nya gak masuk gimna orang mau pesan oder ran kalau kayak gin deliver banyak pesan tak ada terimakasih,Pengguna Google,2,2019-05-21 18:17:28,nujek
nujek sangat2 bantu,Pengguna Google,5,2019-05-20 20:29:20,nujek
tdk hasil daftar,Pengguna Google,5,2019-05-18 04:02:08,nujek
segera iklan kan masyarakat tau map nya baik min,Pengguna Google,5,2019-05-14 15:49:05,nujek
uda dpt notif terima jd mitra pas login gagal mulu hadehhh,Pengguna Google,3,2019-05-13 14:27:24,nujek
bagus nih stlh update mudah cari lokasi nya gk lot lg tp buat chating nya blm ada tambahin,Pengguna Google,5,2019-05-11 18:24:37,nujek
saya mau register kok lama nunggu kode aktivasi akun dr nomor ponsel sudah coba beberapa kali tetap gk kode percuma nginstall kalau gin,Pengguna Google,1,2019-05-10 02:47:37,nujek
sempurna lg aktivitas akun aja sulit,Pengguna Google,1,2019-05-09 15:17:54,nujek
aplikasi jekonline yg ringan,Pengguna Google,5,2019-05-09 08:31:05,nujek
vagus banget sukses slaly yha buat nujek sangat bantu keren,Pengguna Google,5,2019-05-08 08:53:13,nujek
daerah ja bo de ta bek udah ada apa belum layan udah grab gojek apa belum mohon usaha mesan lokasi nya di luas,Pengguna Google,3,2019-05-07 03:27:06,nujek
kasi empat bintang dulu soal baru nyoba,Pengguna Google,4,2019-05-06 14:17:02,nujek
rajabasa bandar lampung udah drivernya ya,Pengguna Google,5,2019-05-04 07:41:43,nujek
drivernya susah cari murah bangetttttt,Pengguna Google,5,2019-05-03 06:00:48,nujek
kenapa kode nya kok gk masuk padahal nomernya benar,Pengguna Google,1,2019-05-02 12:27:36,nujek
mantap josssss aplikasi a,Pengguna Google,5,2019-05-02 09:23:10,nujek
keren aplikasi taglinenya,Pengguna Google,5,2019-05-02 09:01:43,nujek
alhamdulillah terimakasih nujek layan ok tarif rakyat moga lebih baik lagi,Pengguna Google,5,2019-05-01 08:09:10,nujek
tetap terus kembang,Pengguna Google,5,2019-04-28 17:01:59,nujek
moga selalu manfaat barokah,Pengguna Google,5,2019-04-28 09:03:51,nujek
syukron katsiron tambah berkah apknya masya allah jazakumullah kheir,Pengguna Google,5,2019-04-28 05:21:39,nujek
di cianjur ada belum,Pengguna Google,3,2019-04-27 16:24:32,nujek
setia sen tunggu kemudi mulu ampek sering tak batalin sen lg yo msh tunggu kemudi di banyak driver,Pengguna Google,2,2019-04-27 10:08:58,nujek
semangat terus nu jek di daerah di banyuwangi ada drivernya saran aja mohon laku promosi iklan lalu iklan fisik upa spanduk baliho dll iklan online guna facebook ads instagram ads google ads nu jek banyak guna baik driver atau tumpang,Pengguna Google,5,2019-04-27 09:13:58,nujek
nu jek dari santri nu nusantara,Pengguna Google,5,2019-04-26 09:48:56,nujek
bagus aplikasi sangat bantu masyarakat,Pengguna Google,5,2019-04-26 09:39:57,nujek
bagus sh aplikasi nya cuma wktu mnginstal nya lumayan lama padahal jaring 4g oferall bagus,Pengguna Google,4,2019-04-25 05:59:05,nujek
moga aplikasi nya mkn lebih baik biar yg cari nda jauh dr titik mksh,Pengguna Google,5,2019-04-24 03:04:06,nujek
aplikasi assuu pas login ga blng nmor udh trdftr pas daftar baru d blng nmor sdh trdftr silahkn login babi anjingg,Pengguna Google,1,2019-04-17 04:33:47,nujek
nyoba ngk asku,Pengguna Google,4,2019-04-17 02:25:31,nujek
bagus tingkat lagi promonya,Pengguna Google,5,2019-04-15 06:29:01,nujek
buat daftar somplak aplikasi apikasi kaya tikus gott,Pengguna Google,1,2019-04-12 12:17:42,nujek
mantul joss moga makin maju dan kembang,Pengguna Google,5,2019-04-10 14:20:27,nujek
sudah daftar nujek tp kok kode aktivasinya dikirim2 yah smpai diulang2 berkali2 dong kirim mau coba aplikasix klw bagus ntar kasih 5 bintang,Pengguna Google,1,2019-04-05 02:44:36,nujek
biasa bagus tidak tau knpa skrng lelet minta ampun s pake jaring 4g samp pake wifi ttp tdk bisa s hampir s ham coba ttp tdk akhir serah s pake bentor manual plus kadang m cari driver susah minta ampun mohon baik nyaman langgan,Pengguna Google,4,2019-04-04 05:58:35,nujek
saya udah tunggu nujek hampir stgh jam tp ga driver yg trima,Pengguna Google,3,2019-04-04 01:38:32,nujek
moga smkin depan,Pengguna Google,5,2019-04-01 03:33:55,nujek
tolng apdate aplikasi dong masa jemput jauh2 gak sama dgn aplikasi ojol yg lain,Pengguna Google,1,2019-03-30 07:09:57,nujek
maju terus nujek terus kembang seluruh pelosok nusantara,Pengguna Google,5,2019-03-28 11:18:05,nujek
biar makin tenar kasih bintang 5,Pengguna Google,5,2019-03-24 01:47:38,nujek
sy sen nujek samp 5x gada yg nrima dsuruh nggu trus gmn nu jek ga asik ah,Pengguna Google,1,2019-03-23 06:19:49,nujek
baik terus mau top up bagamaina,Pengguna Google,4,2019-03-21 03:29:15,nujek
mau dafatar jd langgan nu jek tp kode verifikasi kagak muncul gmn nih min,Pengguna Google,3,2019-03-19 19:37:58,nujek
aplikasi buat driver yg atau yg driver nujek sih ko 2,Pengguna Google,5,2019-03-19 10:11:39,nujek
3 dulu baru mau pakek nih,Pengguna Google,3,2019-03-19 08:16:46,nujek
bismillahirrahmanirrahim coba moga bagus,Pengguna Google,5,2019-03-18 16:35:14,nujek
wkwkwk baru 10rb download tampil cukup jauh grab gojek,Pengguna Google,1,2019-03-17 14:40:51,nujek
kak mau tanya kok aktivasi akun nya nggk ya kode nya nggk masuk sms,Pengguna Google,4,2019-03-17 08:14:43,nujek
mantap layan cuman promo nya kurang tingkat,Pengguna Google,5,2019-03-12 14:52:49,nujek
moga cepat kembang,Pengguna Google,4,2019-03-12 12:01:17,nujek
yogyakarta ada mantap smoga saing 2 raksasa ojol yg lg adu prom9 dll hehe,Pengguna Google,5,2019-03-12 09:10:53,nujek
aplikasi bagus antar jemput bagus tarif sangat rakyat untuk warga tegal ayo jangan sungkan download aplikasi ini saya pakai mksh recomend,Pengguna Google,5,2019-03-11 07:45:13,nujek
payah n food ada yg ngambil pesan saya padahal bnyk drivernya yg dekat mending baik dulu apk dilaunching kalo layan blum maksimal,Pengguna Google,1,2019-03-07 14:26:43,nujek
